record_id,issued_date,zipcode,neighborhoods_analysis_boundaries,proposed_use,description,revised_cost,site_permit,plansets,permit_creation_date,status_date,first_construction_document_date,filed_date,street_name,block,estimated_cost,permit_expiration_date,permit_type_definition,status,completed_date,permit_number,lot,street_suffix,proposed_units,permit_type,number_of_proposed_stories,supervisor_district,street_number,geometry,wait_time,year,Parcel Number
1594225167373,2021-07-22,94107,South of Market,office,"to erect 6 stories, no basement, type i-b, mixed use office building. (b,m,a-3,s-2)
** maher: exempted - approval from dph attached **",14000000.0,True,2,2020-07-17T00:00:00,2021-07-22,,2020-07-17,Bryant,3776,14000000.0,2027-06-21,new construction,issued,,202007170412,094,St,0.0,1,6.0,6,531,POINT (-122.3964411418418 37.78041837438073),370.0,2021,3776094
159239783789,2021-04-22,94123,Marina,1 family dwelling,"new construction of a new single family dwelling: 3-story, type 5b.",2000000.0,True,2,2020-06-25T00:00:00,2021-04-22,,2020-06-25,Lyon,0909,2000000.0,2024-04-06,new construction wood frame,issued,,202006259143,004,St,1.0,2,3.0,2,3600,POINT (-122.4479964207827 37.80433449687106),301.0,2021,0909004
1591191250106,2021-09-29,94107,Potrero Hill,apartments,"priority processing - 100 % affordable housing. to erect a type 3-a over 1-a, 7 story, residential building with 157 dwelling units- no basement.",80000000.0,True,2,2020-06-10T00:00:00,2021-09-29,,2020-06-10,25th,4285B,80000000.0,2027-08-29,new construction,issued,,202006108345,001,St,157.0,1,7.0,10,1801,POINT (-122.397430133565 37.75169035944351),476.0,2021,4285B001
1589765452419,2020-09-11,94102,Tenderloin,apartments,"to erect a type-1b, 9-story, 70-dwelling unit bldg with zero basements.",30000000.0,True,2,2020-04-30T00:00:00,2020-09-11,,2020-04-30,Jones,0343,30000000.0,2026-08-11,new construction,issued,,202004307276,014,St,70.0,1,9.0,6,180,POINT (-122.4121550922384 37.78282592089136),134.0,2020,0343014
1589063161143,2021-04-22,94114,Castro/Upper Market,1 family dwelling,"to erect 3 stories, 1 basement, type v-b, single family dwelling.",1750000.0,True,2,2020-03-11T00:00:00,2021-04-22,,2020-03-11,Cumberland,3601,1750000.0,2024-04-06,new construction wood frame,issued,,202003116723,037,St,1.0,2,3.0,8,357,POINT (-122.4315589431549 37.75843733091781),407.0,2021,3601037
158894892145,2021-07-15,94117,Lone Mountain/USF,1 family dwelling,"erect a 1 story, 1 dwelling single family home with no basement.type 5-a",125000.0,True,2,2020-03-10T00:00:00,2021-07-15,,2020-03-10,Lyon,1199,125000.0,2024-06-29,new construction wood frame,issued,,202003106639,020,St,1.0,2,1.0,5,436,POINT (-122.4425053525872 37.77490829130843),492.0,2021,1199020
1580146165471,2021-05-24,94103,South of Market,apartments,"erect 17-story, type 1, 203 dwelling units, residential/commercial building. new bldg will be on block 3732, lots 004, 099, 100, 145a, & 146. 100% affordable housing development by tenderloin neighborhood development corp(tndc). fee defer till 1st addendum issue. comply maher ord.",70000000.0,True,2,2019-12-23T00:00:00,2021-05-24,2021-05-24,2019-12-23,Howard,3732,70000000.0,2027-04-23,new construction,issued,,201912230270,100,St,203.0,1,18.0,6,921,POINT (-122.4051569491968 37.7808361197078),518.0,2021,3732100
1579398178259,2020-06-30,94124,Bayview Hunters Point,apartments,"to erect a 5-story, type 1a/3a, mixed use bldg w/ 32 residential units and 1 basement.**comply w/ maher ord# 155-13, route to health**",7000000.0,True,2,2019-12-17T00:00:00,2020-06-30,,2019-12-17,03rd,5260,7000000.0,2026-05-30,new construction,issued,,201912179714,001,St,32.0,1,5.0,10,4101,POINT (-122.3886489013834 37.73989445952602),196.0,2020,5260001
1579279508820,2021-11-03,94130,Treasure Island,apartments,"mayor ed #17-02. priority processing. ab-004 attached.
to erect 22 stories, type 1-a, 250 residential units with mixed-used building (b,a,r-2) 
parcel-c2.4",130240000.0,True,2,2019-12-16T00:00:00,2021-11-03,,2019-12-16,Avenue Of The Palms,8901,130240000.0,2027-10-03,new construction,issued,,201912169619,002,,250.0,1,22.0,6,1,POINT (-122.3710933908956 37.81706188692536),688.0,2021,8901002
1579225508820,2021-04-13,94130,Treasure Island,apartments,erect (n) (138) 100% affordable multifamily dwelling residence & mixed-used building,60000000.0,True,2,2019-12-13T00:00:00,2021-04-13,2021-11-17,2019-12-13,Avenue Of The Palms,8901,60000000.0,2027-03-13,new construction,issued,,201912139581,002,,138.0,1,7.0,6,1,POINT (-122.3710933908956 37.81706188692536),487.0,2021,8901002
157908499806,2021-01-25,94118,Inner Richmond,2 family dwelling,"to erect a 3-story, type 5b, two residential unit building. 
**to comply w/ maher ord# 155-13, route to health**",1200000.0,True,2,2019-12-13T00:00:00,2021-01-25,2021-09-21,2019-12-13,08th,1439,1200500.0,2024-01-10,new construction wood frame,issued,,201912139482,024,Av,2.0,2,3.0,1,378,POINT (-122.4661366604658 37.7814737318527),409.0,2021,1439024
1582253516474,2021-07-02,94110,Bernal Heights,1 family dwelling,erect a two story type v construction single family dwelling.,430000.0,True,2,2019-12-12T00:00:00,2021-07-02,,2019-12-12,Ogden,5735,200000.0,2024-06-16,new construction wood frame,issued,,201912129423,001,Av,1.0,2,2.0,9,810,POINT (-122.4113015062041 37.73566069495315),568.0,2021,5735001
1621205388565,2021-07-21,94109,Russian Hill,apartments,"to erect 6 stories, no basement, type iii-a over type i-a, 53 residential units with mixed use building. (r-2,b,m,s-2)
** maher: yes; route to dph **",18000000.0,True,2,2019-12-12T00:00:00,2021-07-21,,2019-12-12,Pacific,0573,9200000.0,2027-06-20,new construction,issued,,201912129356,011,Av,53.0,1,6.0,3,1580,POINT (-122.4212854561206 37.79533850642781),587.0,2021,0573011
1606849290893,2021-01-11,94122,Sunset/Parkside,apartments,"priority project, mayor ed 13-01. to erect a type 3a over type 1a, 5-story, 100% afforable educator building w/ 135 residential units.",40000000.0,True,3,2019-12-09T00:00:00,2021-01-11,,2019-12-09,43rd,1797,40000000.0,2026-12-11,new construction,issued,,201912099009,007,Av,135.0,1,5.0,4,1360,POINT (-122.502232254337 37.76138550492298),399.0,2021,1797007
1615612518421,2021-04-30,94107,South of Market,office,"to erect 7 stories, no basement, type ii-a, mix used office/retail, commercial building. 
** maher compliance with ord #155-13; route to dph **",13000000.0,True,2,2019-12-06T00:00:00,2021-04-30,,2019-12-06,Harrison,3762,10000000.0,2027-03-30,new construction,issued,,201912068918,001,St,0.0,1,7.0,6,707,POINT (-122.3973257649975 37.78219939446718),511.0,2021,3762001
1577761215155,2021-01-21,94112,Outer Mission,apartments,"to erect 6 stories, 1 basement, type i-a / iii-a, 193 residential units with child care, mix use building. (r-2,e,s-2)
2/26/2021: building address updated from 65 ocean ave to 99 ocean ave. wf",47465000.0,False,2,2019-12-03T00:00:00,2021-01-21,,2019-12-03,Ocean,6954,30000000.0,2024-12-31,new construction,issued,,201912038490,018,Av,193.0,1,6.0,11,65,POINT (-122.4383237942282 37.72326343012318),415.0,2021,6954018
1577504178297,2020-06-30,94124,Bayview Hunters Point,apartments,"erect a 85 dwelling unit,no basement,6 story with residential apartment and commercial building. type 1-a.",23000000.0,True,2,2019-11-27T00:00:00,2020-06-30,,2019-11-27,Jerrold,5272,19100000.0,2026-05-30,new construction,issued,,201911278313,048,Av,85.0,1,6.0,10,1610,POINT (-122.3895249462482 37.73925263347471),216.0,2020,5272048
1577238502532,2021-09-10,94116,West of Twin Peaks,2 family dwelling,"construct new 2 story over 1 basement, single family dwelling including all new structure fixtures, fittings and finishes. new curb cut. building to be equipped with new nfpa 13-d fire sprinklers under separate permit.",1743653.0,True,2,2019-11-25T00:00:00,2021-09-10,,2019-11-25,Pacheco,2837,514445.52,2024-08-25,new construction wood frame,issued,,201911258094,033,St,1.0,2,2.0,7,337,POINT (-122.4629736463703 37.74856920857147),655.0,2021,2837033
1576072512757,2020-07-21,94102,Hayes Valley,apartments,"to erect 8 stories, 1 basement, type i-b, 63 residential units with child development center & office building. (r-2,e,b)
100% affordable studios & 1 bedroom apartments for low-income households and transition aged youth (tay)",13500000.0,True,2,2019-11-14T00:00:00,2020-07-21,2021-10-26,2019-11-14,Haight,0853,13500000.0,2026-06-20,new construction,issued,,201911147293,032,St,63.0,1,8.0,5,78,POINT (-122.4235058831056 37.77325192189026),250.0,2020,0853032
1575662156259,2020-05-18,94103,Mission,apartments,"to erect 6 stories, 1 basement, type iii-a over i-a, 96 units residential with office, & assembly building. (r-2,b,a-3,s-2)
(mayor exective dir# 13-01 & 17-02)",25000000.0,True,2,2019-11-12T00:00:00,2020-05-18,2020-10-15,2019-11-12,Colton,3505,25000000.0,2026-04-17,new construction,issued,,201911127017,027,St,96.0,1,6.0,6,53,POINT (-122.4200219417724 37.77298945374221),188.0,2020,3505027
157219990603,2020-05-26,94118,Lone Mountain/USF,school,"new building on two lots block 1149, lot 029 & lot 011. to erect 3 stories, no basement, type ii-b, school building.",4500000.0,True,2,2019-10-16T00:00:00,2020-05-26,2020-11-20,2019-10-16,Masonic,1149,4500000.0,2026-04-25,new construction,issued,,201910164593,029,Av,0.0,1,3.0,5,350,POINT (-122.4462600019206 37.77802945399257),223.0,2020,1149029
1571987188412,2021-10-05,94110,Bernal Heights,1 family dwelling,"to erect a 2-story, type vb, single family bldg w/o basement at front of (e) sfd. renovation of (e) rear bldg under pa#2019-1015-4448s.",175000.0,True,2,2019-10-15T00:00:00,2021-10-05,,2019-10-15,Richland,5744,175000.0,2024-09-19,new construction wood frame,issued,,201910154444,066,Av,1.0,2,2.0,9,364,POINT (-122.41796719529 37.73544562191954),721.0,2021,5744066
1571250516000,2020-04-23,94124,Bayview Hunters Point,apartments,"100% affordable housing at hunter's point ship yard, erect a five stories 67 residential units type 1 max use building.",28000000.0,True,2,2019-10-08T00:00:00,2020-04-23,,2019-10-08,Friedell,4591C,28000000.0,2026-03-23,new construction,issued,,201910083919,215,St,67.0,1,5.0,10,351,POINT (-122.3703242283234 37.72750580373469),198.0,2020,4591C215
1571239515999,2020-04-23,94124,Bayview Hunters Point,apartments,"100% affordable housing at hunter's point ship yard, erect a five stories 45 units type 1 construction residential building.",20000000.0,True,2,2019-10-08T00:00:00,2020-04-23,,2019-10-08,Friedell,4591C,20000000.0,2026-03-23,new construction,issued,,201910083908,204,St,45.0,1,5.0,10,151,POINT (-122.3694128404444 37.72887278367014),198.0,2020,4591C204
1593955517023,2020-07-21,94124,Bayview Hunters Point,health studios & gym,"mayor dir# 17-02. to erect a one story type five construction fitness center.
** maher: yes, route to dph **",100000.0,True,2,2019-10-03T00:00:00,2020-07-21,2020-08-25,2020-02-13,Kirkwood,4591C,7500.0,2021-07-16,new construction wood frame,issued,,202002134438,674,Av,0.0,2,1.0,10,52,POINT (-122.3696869954188 37.72726788502207),159.0,2020,4591C674
1593954517023,2020-07-21,94124,Bayview Hunters Point,apartments,"mayor dir# 17-02. to erect 4 stories, no basement, type i-a & type v-a, 77 units residential condominiums with mixed use building. (r-2,b,a-3,s-2)
** maher: yes, route to dph **",35260250.0,True,2,2019-10-03T00:00:00,2020-07-21,2020-08-25,2019-10-03,Kirkwood,4591C,25378500.0,2026-06-20,new construction,issued,,201910033486,674,Av,77.0,1,4.0,10,52,POINT (-122.3696869954188 37.72726788502207),292.0,2020,4591C674
1570503507666,2021-11-16,94118,Inner Richmond,prkng garage/private,"to erect 1 story, no basement, type v-b, detached garage.",55000.0,True,2,2019-10-03T00:00:00,2021-11-16,,2019-10-03,07th,1351,46800.0,2022-11-11,new construction wood frame,issued,,201910033409,041,Av,0.0,2,1.0,2,37,POINT (-122.4661529424861 37.78764583977454),775.0,2021,1351041
1567660487685,2021-07-16,94124,Bayview Hunters Point,apartments,"mayor dir# 13-01. 100% affordable housing. to erect 6 stories, 1 basement, type iii-a over type i-a, 42 units residential mixed used. (r-2,b,a-3,s-2)
apn# 4624-033 (hunters view phase 3-block 14, lot 3)",50000000.0,True,2,2019-09-12T00:00:00,2021-07-16,,2019-09-12,Fairfax,4624,50000000.0,2027-06-15,new construction,issued,,201909121446,033,Av,42.0,1,6.0,10,1151,POINT (-122.3812443814785 37.73739689502723),673.0,2021,4624033
1567663487685,2021-04-07,94124,Bayview Hunters Point,apartments,"mayor dir# 17-02. 100% affordable housing. to erect 5 stories, no basement, type iii-a over type i-a, 76 units residential with mixed used buidling. (r-2,b,a-3)
apn# 4624/033 (hunters view phase 3-block 17, lot 4)",50000000.0,True,3,2019-09-12T00:00:00,2021-04-07,,2019-09-12,Fairfax,4624,50000000.0,2027-03-07,new construction,issued,,201909121448,033,Av,76.0,1,5.0,10,1151,POINT (-122.3812443814785 37.73739689502723),573.0,2021,4624033
1566900167419,2021-03-17,94107,South of Market,office,"to erect 13 stories, 1 basement, type i-a, office, retail bldg (building ii)
** maher: disturbance of at least 50 c.yd. of soil, route to health **",119708000.0,True,2,2019-09-06T00:00:00,2021-03-17,,2019-09-06,Brannan,3777,119708000.0,2027-02-14,new construction,issued,,201909060914,045,St,0.0,1,13.0,6,598,POINT (-122.3988470131725 37.77733752809455),558.0,2021,3777045
1566903167419,2021-03-17,94107,South of Market,office,"to erect a type 1-a, 11-story with one basement office and retail building. (building 1).
** maher: disturbance of at least 50 cu.yd. of soil, route to health. **",111429632.0,True,2,2019-09-06T00:00:00,2021-03-17,,2019-09-06,Brannan,3777,111429632.0,2027-02-14,new construction,issued,,201909060913,045,St,0.0,1,11.0,6,598,POINT (-122.3988470131725 37.77733752809455),558.0,2021,3777045
1564524223919,2021-09-16,94112,Outer Mission,2 family dwelling,"erect a two story, 1 basement type 5 construction two residential building, cross reference adu permit #201908199202s.",800000.0,True,2,2019-08-19T00:00:00,2021-09-16,,2019-08-19,Santa Cruz,7173,700000.0,2024-08-31,new construction wood frame,issued,,201908199195,047,Av,2.0,2,2.0,11,95,POINT (-122.4655037936297 37.70825303069506),759.0,2021,7173047
1562922178270,2020-06-29,94124,Bayview Hunters Point,apartments,erect a (6) story (7) residential units and mix use type 1-a/3-a construction building,2000000.0,True,2,2019-08-06T00:00:00,2020-06-29,,2019-08-06,03rd,5260,1000000.0,2023-06-14,new construction,issued,,201908068085,036,St,7.0,1,6.0,10,4128,POINT (-122.389213744739 37.73997884561773),328.0,2020,5260036
1560967174520,2021-04-29,94124,Bayview Hunters Point,2 family dwelling,"erect 2-story, type 5b, no basement, single family dwelling unit building w/ one adu unit per ord# 162-16. total will be 2 residential dwelling units.",660000.0,True,2,2019-07-23T00:00:00,2021-04-29,,2019-07-23,Oakdale,4730,250000.0,2024-04-13,new construction wood frame,issued,,201907236706,018,Av,2.0,2,2.0,10,1390,POINT (-122.3863094883625 37.73257038276714),646.0,2021,4730018
1560320161480,2020-11-25,94114,Castro/Upper Market,1 family dwelling,"to erect a 3-story, one dwelling, one basement, type v-b single family building. sprinkler per nfpa 13r, sprinkler monitoring per nfpa 72 and solar all under separate permits.",2400000.0,True,2,2019-07-18T00:00:00,2020-11-25,2021-03-12,2019-07-18,21st,3605,100000.0,2023-11-10,new construction wood frame,issued,,201907186277,017,St,1.0,2,3.0,8,3640,POINT (-122.4289005506317 37.75667694492405),496.0,2020,3605017
156017672363,2021-09-13,94123,Marina,2 family dwelling,"to erect 4 stories, no basement, type v-b, 2-family dwelling residence.",1700000.0,True,2,2019-07-17T00:00:00,2021-09-13,,2019-07-17,Greenwich,0506,1700000.0,2024-08-28,new construction wood frame,issued,,201907176164,014,St,2.0,2,4.0,2,1868,POINT (-122.4304684781905 37.79992728551643),789.0,2021,0506014
1558939139727,2021-04-26,94114,Castro/Upper Market,2 family dwelling,"erect new 5-story, type 3-b, no basement, 2 family dwelling units building on vacant lot. sprinkler per nfpa 13, sprinkler monitoring per nfpa 72 and solar all under separate permits.",1200000.0,True,2,2019-07-08T00:00:00,2021-04-26,,2019-07-08,States,2620,850000.0,2024-04-10,new construction wood frame,issued,,201907085276,012,St,2.0,2,5.0,8,196,POINT (-122.4394820042393 37.76393185755698),658.0,2021,2620012
1608428517989,2021-01-21,94121,Outer Richmond,2 family dwelling,"erect type-v, 4-story, two dwelling units with no basement.",850000.0,True,2,2019-07-02T00:00:00,2021-01-21,,2019-07-02,Cabrillo,1616,850000.0,2024-01-06,new construction wood frame,issued,,201907024930,024,St,2.0,2,4.0,1,2750,POINT (-122.4884500241407 37.77448204477569),569.0,2021,1616024
1614013518347,2021-04-08,94127,Hayes Valley,2 family dwelling,"erect a new single family dwelling, 4 stories,no basement, type 5-b",550000.0,True,2,2019-06-18T00:00:00,2021-08-31,,2019-06-18,Lily,0838,550000.0,2024-03-23,new construction wood frame,reinstated,,201906183782,024,St,2.0,2,4.0,5,170,POINT (-122.4235685643194 37.77463272597595),660.0,2021,0838024
1554730194611,2020-06-12,94134,Portola,1 family dwelling,"to erect 2 stories, no basement, type v-b, single family residence.",1058484.0,True,2,2019-06-03T00:00:00,2020-06-12,2020-11-10,2019-06-03,Wayland,6036,600000.0,2023-05-28,new construction wood frame,issued,,201906032330,009,St,1.0,2,2.0,9,1322,POINT (-122.4155611322698 37.72342098167918),375.0,2020,6036009
1554446163911,2020-05-29,94110,Mission,apartments,erect (4) story (3) unit residential,1452000.0,True,2,2019-05-31T00:00:00,2020-05-29,2020-12-04,2019-05-31,Dolores,3648,885000.0,2023-05-14,new construction wood frame,issued,,201905312127,019,St,3.0,2,4.0,8,1099,POINT (-122.4247543121824 37.75196940283402),364.0,2020,3648019
1568023515910,2019-09-16,94112,Outer Mission,apartments,"erect a 5 story,2 basement, 116 dwelling residential/apartment/office bldg type 3-a. **maher n/a**",20000000.0,True,2,2019-05-24T00:00:00,2019-09-16,2020-01-10,2019-05-24,Alemany,6954,20000000.0,2025-08-15,new construction,issued,,201905241706,039,Bl,116.0,1,5.0,11,1830,POINT (-122.4383816618095 37.72292510137754),115.0,2019,6954039
1552564508959,2020-03-13,94131,Glen Park,1 family dwelling,"erect type 5, single family, 3 story bldg with 1 basement.type 5",1750000.0,True,2,2019-05-16T00:00:00,2020-03-13,2021-07-08,2019-05-16,Laidley,7538,1750000.0,2023-02-26,new construction wood frame,issued,,201905160825,038,St,1.0,2,3.0,8,60,POINT (-122.4316072203617 37.74070011559976),302.0,2020,7538038
1551206514613,2020-05-26,94124,Bayview Hunters Point,clinics-medic/dental,erect (n) 2-story primary care clinic,19000000.0,False,2,2019-05-06T00:00:00,2020-05-26,,2019-05-06,Keith,4849,19000000.0,2024-05-05,new construction wood frame,issued,,201905069853,016,St,0.0,2,2.0,10,2403,POINT (-122.3919999877356 37.72562155230907),386.0,2020,4849016
1551016163702,2019-05-31,94110,Mission,storage shed,relocation rear structure cottage,1.0,True,2,2019-05-03T00:00:00,2021-05-12,2021-05-11,2019-05-03,Capp,3642,1.0,2020-05-25,new construction wood frame,complete,2021-05-12,201905039728,042,St,0.0,2,1.0,9,856,POINT (-122.4177232909971 37.75290152403834),28.0,2019,3642042
1607779517979,2021-01-11,94103,Mission,apartments,"mayor dir 17-02. to erect 9 stories, 1 basement, type i-a, 185 residential units, with retail & parking. (r-2, m, s-2)",65800000.0,True,2,2019-05-01T00:00:00,2021-01-11,,2019-05-01,Market,3505,36000000.0,2026-12-11,new construction,issued,,201905019456,032A,St,185.0,1,9.0,6,1629,POINT (-122.4204352840733 37.77364419996792),621.0,2021,3505032A
1549749170205,2021-02-17,94107,Potrero Hill,apartments,"to erect a 4-story, type 3b, residential bldg w/ 3 units.",1100000.0,False,2,2019-04-24T00:00:00,2021-02-17,,2019-04-24,Rhode Island,4094,975000.0,2024-02-02,new construction,issued,,201904248812,006,St,3.0,1,4.0,10,830,POINT (-122.4023469963247 37.75918940205384),665.0,2021,4094006
1545618167681,2020-06-16,94107,South of Market,office,"west bldg. erect 15-story, type 1a, 2 basement, office and retail building. maher compliance with ord 155-13.",157500000.0,True,2,2019-03-21T00:00:00,2020-06-16,,2019-03-21,05th,3786,157500000.0,2026-05-16,new construction,issued,,201903215884,037,St,0.0,1,15.0,6,645,POINT (-122.3976662128842 37.77679005989102),453.0,2020,3786037
1545603167681,2020-06-16,94107,South of Market,health studios & gym,"erect a recreational 5-story, 2-basement bldg(podium). type i-a",153000000.0,True,2,2019-03-21T00:00:00,2020-06-16,,2019-03-21,05th,3786,153000000.0,2026-05-16,new construction,issued,,201903215872,037,St,0.0,1,5.0,6,645,POINT (-122.3976662128842 37.77679005989102),453.0,2020,3786037
1545605167681,2020-06-16,94107,South of Market,office,"east bldg. erect 12-story, type 1a, 2 basements, office and retail building. maher compliance with ord 155-13.",134000000.0,True,2,2019-03-21T00:00:00,2020-06-16,,2019-03-21,05th,3786,134000000.0,2026-05-16,new construction,issued,,201903215873,037,St,0.0,1,12.0,6,645,POINT (-122.3976662128842 37.77679005989102),453.0,2020,3786037
1545288215356,2021-06-14,94112,Outer Mission,apartments,"100% affordable housing. erect 4 stories, 1 basement, type v-a, 137 residential units & clinic bldg.",70000000.0,True,2,2019-03-19T00:00:00,2021-06-14,2021-06-14,2019-03-19,Mission,6959,70000000.0,2027-05-14,new construction wood frame,issued,,201903195605,019,St,137.0,2,5.0,11,4840,POINT (-122.4384662113409 37.72068882543616),818.0,2021,6959019
154337285372,2019-11-01,94123,Pacific Heights,prkng garage/private,"erect a 1-story, type 5b, detached garage bldg.",145000.0,False,2,2019-03-04T00:00:00,2020-10-09,,2019-03-04,Vallejo,0958,101703.71,2022-10-16,new construction wood frame,complete,2020-10-09,201903044331,022,St,0.0,2,1.0,2,2835,POINT (-122.4439578916107 37.79381425068506),242.0,2019,0958022
